Id,Data,Nick,Pasek,Autor,Tytuł,Gatunek,Ocena
49415011,2020-05-14 18:13:18,Wypok2,,Stephen King,Jest Krew,horror,7
49407461,2020-05-14 10:32:32,panpikuss,niebieski,Jo Nesbo,Nóż,kryminał,8
49388911,2020-05-13 11:51:07,LebronAntetokounmpo,niebieski,Colson Whitehead,Miedziaki,powieść historyczna,7
49378545,2020-05-12 20:45:03,stefan1995,niebieski,George R.R. Martin,Nawałnica mieczy: Krew i złoto,"fantastyka, fantasy, science fiction",
49367847,2020-05-12 10:47:24,Bakys,niebieski,Stephen King,Mroczna Wieża I- Roland,fantastyka,
49360275,2020-05-11 21:50:19,ialath,niebieski,Edward Snowden,Pamięć nieulotna,autobiografia,
49349607,2020-05-11 13:13:58,DJtomex,niebieski,Karl-Heinz Frieser,Legenda blitzkriegu. Kampania zachodnia 1940.,monografia historyczna,9
49347581,2020-05-11 10:51:37,anthoris,,"Marc ""Elvis"" Priestley","""Mechanik. Kulisy padoku F1 i tajemnice McLarena""",Biografie i wspomnienia,8
49342481,2020-05-11 00:23:18,GuziQ,niebieski,Andrzej Sapkowski,"""Krew elfów""",fantasy,6
49340213,2020-05-10 22:08:36,panpikuss,niebieski,George R. R. Martin,Starcie królów,fantasy,7
49330541,2020-05-10 14:03:03,ostoja,niebieski,Brandon Sanderson,Wśród gwiazd,science-fiction,7
49316575,2020-05-09 20:51:31,Wypok2,,Szczepan Twardoch,Król,"kryminał, fikcja historyczna",8
49312557,2020-05-09 18:46:41,LebronAntetokounmpo,niebieski,Malcolm Gladwell,"Jak rozmawiać z nieznajomymi. Co powinniśmy wiedzieć o ludziach, o których nic nie wiemy",psychologia,6
49312557,2020-05-09 18:46:41,LebronAntetokounmpo,niebieski,Olga Tokarczuk,Prowadź swój pług przez kości umarłych,powieść kryminalna,7
49308901,2020-05-09 15:36:01,Piottix,niebieski,Dawid Myśliwiec,"Przepis na człowieka czyli krótki wstęp do odpowiedzi na pytanie: dlaczego jesteśmy, jacy jesteśmy",popularnonaukowa,7
49307509,2020-05-09 14:06:28,konik_polanowy,niebieski,"Gruszczyński Jerzy, Rybak E. F.",Patriot kontra Scud: Rakietowy pojedynek w przestworzach,militaria,8
49298385,2020-05-08 23:27:03,Dziadekmietek,niebieski,Kazimierz Sejda,C.K. Dezerterzy,powieść,6
49284925,2020-05-08 15:31:25,Katsukyun,niebieski,Andrzej Sapkowski,Ostatnie życzenie,fantasy,7
49274245,2020-05-07 23:12:50,haussbrandt,niebieski,James. S.A. Corey,Babylon's Ashes,science fiction,6
49272817,2020-05-07 22:01:10,konik_polanowy,niebieski,Adam Józefiok,W drodze do CCNA. Część II,informatyka,8
49232315,2020-05-06 17:26:24,ialath,niebieski,Robert M Wegner,Każde martwe marzenie. Opowieści z meekhańskiego pogranicza TOM 5,fantastyka,10
49231497,2020-05-06 16:42:33,DerMirker,niebieski,Barbara Rosiek,Pamiętnik narkomanki,pamiętnik,7
49229757,2020-05-06 14:51:51,LebronAntetokounmpo,niebieski,Swietłana Aleksijewicz,Czarnobylska modlitwa. Kronika przyszłości,reportaż,9
49229009,2020-05-06 14:09:00,Jeloops,różowy,Chuck Palahniuk,Fight Club,powieść,5
49227877,2020-05-06 13:02:38,Bakys,niebieski,Stephen King,Bastion,fantastyka,10
49224785,2020-05-06 09:24:13,DerMirker,niebieski,Jakub Żulczyk,Ślepnąc od świateł,proza,6
49216705,2020-05-05 21:06:31,panpikuss,niebieski,Igor Brejdygant,Szadź,kryminał,5
49215711,2020-05-05 20:19:39,ialath,niebieski,Brandon Sanderson,Wśród gwiazd,sci-fi,9
49213375,2020-05-05 19:26:52,konik_polanowy,niebieski,Jurij Siedow,Tragedia libańska,historia,6
49208987,2020-05-05 15:11:16,SweetStud,niebieski,John Howard Griffin,Czarny jak ja,Literatura faktu,9
49204539,2020-05-05 10:10:32,lsamuel,niebieski,Jacek Piekara,Charakternik,Fantastyka,7
49198305,2020-05-04 23:38:05,Noxgate,niebieski,Jeffery Deaver.,Kolekcjoner kości.,Kryminał.,8
49183429,2020-05-04 09:07:15,ostoja,niebieski,"Jorge Cham, Daniel Whiteson",Nie mamy pojęcia. Przewodnik po nieznanym wszechświecie,literatura popularnonaukowa,7
49174435,2020-05-03 19:43:05,ialath,niebieski,Etgar Keret,8% z niczego,podobno literatura piękna...,5
49171981,2020-05-03 17:24:49,Vivec,,Stanisław Lem,Golem XIV,Fantastyka naukowa/esej,10
49169313,2020-05-03 14:29:28,kulfon_wulkanizator,niebieski,Andrzej Pilipiuk,Przyjaciel Człowieka,fantasy,5
49165957,2020-05-03 10:47:11,Dziadekmietek,niebieski,Joy-Ann Reid,We Are the Change We Seek: The Speeches of Barack Obama,biografia / przemowy,8
49157161,2020-05-02 21:22:02,ialath,niebieski,Bogdan Góralczyk,Wielki Renesans - Chińska transformacja i jej konsekwencje,literatura faktu,10
49149651,2020-05-02 14:10:44,Jeloops,różowy,Nicola Yoon,słońce też jest gwiazdą,YA,7
49146707,2020-05-02 10:53:55,LebronAntetokounmpo,niebieski,Swietłana Aleksjiewicz,Czasy Secondhand. Koniec czerwonego człowieka,literatura faktu / reportaż,9
49146025,2020-05-02 10:04:33,DerMirker,niebieski,Karol Trammer,Ostre cięcie. Jak niszczono polską kolej.,literatura faktu / reportaż,9
49139643,2020-05-01 23:37:36,Katsukyun,niebieski,Trudi Canavan,Wielki Mistrz,fantasy,7
49124865,2020-05-01 11:26:19,MartinMartinez,niebieski,Malcolm XD,Emigracja,literatura piękna,7
49115371,2020-04-30 21:31:56,Katsukyun,niebieski,Trudi Canavan,Nowicjuszka,fantasy,7
49111541,2020-04-30 19:28:08,konik_polanowy,niebieski,Mirosław Kuleba,Imperium na kolanach. Wojna w Czeczeni 1994-1996,historia,9
49104797,2020-04-30 12:13:25,George_Stark,niebieski,Philip K. Dick,Krótki szczęśliwy żywot brązowego oksforda,"sci-fi, opowiadania",7
49103733,2020-04-30 11:11:25,DerMirker,niebieski,Leszek Konarski,Nowa Huta - wyjście z raju,literatura faktu / reportaż,5
49099507,2020-04-30 02:18:26,DJtomex,niebieski,John Steinbeck,Myszy i ludzie,nowela,10
49088149,2020-04-29 16:10:33,SweetStud,niebieski,Stephen King,Smętarz dla Zwierzaków,Horror,7
49084923,2020-04-29 12:46:31,Katsukyun,niebieski,Trudi Canavan,Gildia Magów,fantasy,6
49083759,2020-04-29 11:43:12,panpikuss,niebieski,Brandon Sanderson,Droga Królów,fantasy,9
49080279,2020-04-29 07:12:24,xandra,różowy,B. V. Larson,"Świat Stali (cykl Legion nieśmiertelnych, tom I)",SF/Spaceopera/militarna,7
49078649,2020-04-29 02:13:18,DJtomex,niebieski,Steven Runciman,Dzieje wypraw krzyżowych,historyczna,9
49063671,2020-04-28 10:35:36,LebronAntetokounmpo,niebieski,Colson Whitehead,Kolej Podziemna,Proza amerykańska,8
49052117,2020-04-27 20:39:09,Dziadekmietek,niebieski,Adolf Hitler,Mein Kampf,zbiór esejów politycznych,
49051489,2020-04-27 20:21:00,Tosiek14,niebieski,John Steinbeck,Podróże z Charleyem,Książka podróżnicza,7
49050677,2020-04-27 20:01:20,konik_polanowy,niebieski,Peter Kim,Podręcznik pentestera. Bezpieczeństwo systemów informatycznych,informatyka,6
49045429,2020-04-27 16:21:00,Katsukyun,niebieski,Margit Sandemo,Martwe Wrzosy,fantasy,7
49042089,2020-04-27 12:22:05,vivianka,różowy,Remigiusz Mróz,Trawers,"kryminał, sensacja, thriller",7
49041537,2020-04-27 11:44:01,r__k,różowy,Ernest Cline,Player One,fantastyka/sci-fi,6
49039891,2020-04-27 09:33:04,TeczkiUkladyAgentury,niebieski,Cathy O’Neil,Broń matematycznej zagłady,popularnonaukowe/matematyka,3
49031539,2020-04-26 21:06:06,ialath,niebieski,Malcolm XD,Pastrami,copy pasta,6
49030419,2020-04-26 20:14:25,erajwa,niebieski,Stanisław Lem,Dzienniki gwiazdowe,science-fiction,6
49030419,2020-04-26 20:14:25,erajwa,niebieski,Robin Dunbar,Ilu przyjaciół potrzebuje człowiek? Liczba Dunbara,antropologia,5
49030419,2020-04-26 20:14:25,erajwa,niebieski,Roger Zelazny,Aleja Potępienia,science-fiction,9
49029759,2020-04-26 19:55:57,erajwa,niebieski,Isaac Asimov,Fundacja,science-fiction,
49029759,2020-04-26 19:55:57,erajwa,niebieski,Isaac Asimov,Fundacja i Imperium,science-fiction,
49029759,2020-04-26 19:55:57,erajwa,niebieski,Isaac Asimov,Druga Fundacja,science-fiction,
49029759,2020-04-26 19:55:57,erajwa,niebieski,Isaac Asimov,Agent Fundacji,science-fiction,
49027721,2020-04-26 18:43:03,ialath,niebieski,Daisy Johnson,Pod powierzchnią,literatura piękna,4
49027707,2020-04-26 18:42:12,Noxgate,niebieski,Jo Nesbø.,Karaluchy.,Kryminał.,7
49027237,2020-04-26 18:14:38,Vivec,,James P. Delgado,Khubilai Khan’s Lost Fleet: In Search of a Legendary Armada,Historyczna,6
49026225,2020-04-26 17:12:48,ranunculus,niebieski,Bartłomiej Rabij,Podcięte skrzydła kanarka. Blaski i cienie brazylijskiego futbolu,Literatura faktu/sport,7
49026157,2020-04-26 17:09:47,konik_polanowy,niebieski,Adam Józefiok,W drodze do CCNA. Część I,informatyka,8
49025971,2020-04-26 16:58:19,Katsukyun,niebieski,André Gide,Fałszerze,powieść,8
49023655,2020-04-26 14:42:06,alaklon,różowy,J.R.R. TOlkien,Władca Pierścieni: Dwie Wieże,fantastyka,9
49023597,2020-04-26 14:38:45,konik_polanowy,niebieski,Heinz Knoke,Walczyłem dla Führera,pamiętnik,7
49019875,2020-04-26 10:33:37,panpikuss,niebieski,Agata Christie,Zabójstwo Rogera Ackroyda,kryminał,7
49019139,2020-04-26 09:23:27,DMWN,niebieski,E.M.Remarque,Droga powrotna,literatura piękna,8
49018855,2020-04-26 08:46:18,kulfon_wulkanizator,niebieski,Michał Gołkowski,SybirPunk. Tom 1,Cyberpunk,6
48999963,2020-04-25 17:15:07,Sindarin,niebieski,Viktor E. Frankl,Człowiek w poszukiwaniu sensu,autobiografia,9
48992751,2020-04-25 10:00:52,MartinMartinez,niebieski,Charlie LeDuff,"Shitshow! Ameryka się sypie, a oglądalność szybuje",literatura faktu,5
48986041,2020-04-24 23:23:18,Gavilar,niebieski,Steven Erikson,Malazańska Księga Poległych: Pył Snów,High Fantasy,4
48967989,2020-04-24 13:56:55,Zaff,różowy,Artur Urbanowicz,Inkub,horror,8
48955375,2020-04-23 20:46:51,DerMirker,niebieski,Kamil Fejfer,Zawód,literatura faktu / reportaż,2
48946831,2020-04-23 13:31:28,konik_polanowy,niebieski,John J. Mearsheimer,Dlaczego politycy kłamią: Cała prawda o kłamstwie w polityce międzynarodowej,politologia,7
48945933,2020-04-23 12:37:31,gram_w_mahjonga,różowy,Joe Abercrombie,"Pierwsze Prawo (Trylogia: Ostrze, Nim zawisną, Ostateczny argument)",fantasy,8
48943265,2020-04-23 09:37:39,LebronAntetokounmpo,niebieski,Paweł Kapusta,Gad. Spowiedź Klawisza,Reportaż,8
48942825,2020-04-23 08:55:28,lsamuel,niebieski,Neil deGrasse Tyson,Kosmiczne Zachwyty,Popularnonaukowa,7
48922851,2020-04-22 09:23:45,DerMirker,niebieski,Szymon Jadczak,Wisła w ogniu,literatura faktu / reportaż,8
48917517,2020-04-21 23:30:15,panpikuss,niebieski,Wojciech Chmielarz,Podpalacz,kryminał,8
48915579,2020-04-21 21:54:22,konik_polanowy,niebieski,Wiktor Suworow,"Dzień ""M""",historia,6
48910837,2020-04-21 18:59:51,vivianka,różowy,Bogdan Bartnikowski,Dzieciństwo w pasiakach,"biografia, autobiografia, pamiętnik",5
48905753,2020-04-21 13:42:10,LebronAntetokounmpo,niebieski,Albert Camus,Dżuma,"powieść, literatura piękna",9
48902609,2020-04-21 10:23:29,DerMirker,niebieski,Olga Gitkiewicz,Nie zdążę,literatura faktu / reportaż,5
48898273,2020-04-21 01:16:01,Policjant997,niebieski,Oscar E. Gilbert i Romain Cansière,Kieszonkowa historia. Czołgi. Stulecie broni pancernej,,
48898273,2020-04-21 01:16:01,Policjant997,niebieski,Richard Ogorkiewicz,Czołgi. 100 lat historii,,
48898273,2020-04-21 01:16:01,Policjant997,niebieski,Janusz Ledwoch,Wydawnictwo militaria 001 - Panzer II,,
48892571,2020-04-20 20:38:01,BoKoR,niebieski,Brandon Mull,Świat bez bohaterów + Zarzewie buntu + W pogoni za proroctwem,Fantastyka,8
48883567,2020-04-20 13:47:07,r__k,różowy,Jarosław Grzędowicz,Pan Lodowego Ogrodu tomy I-III,Fantastyka,7
48881601,2020-04-20 11:45:03,lsamuel,niebieski,Peter Wohlleben,Duchowe życie zwierząt,Popularnonaukowa,8
48881543,2020-04-20 11:40:56,r__k,różowy,Swietłana Aleksijewicz,Czarnobylska modlitwa,literatura faktu / reportaż,10
48880379,2020-04-20 10:30:42,DerMirker,niebieski,Swietłana Aleksijewicz,Ostatni świadkowie,literatura faktu / reportaż,9
48880227,2020-04-20 10:19:28,Jeloops,różowy,Rick Riordan,the Blood of Olympus,fantastyka młodzieżowa,9
48865699,2020-04-19 17:49:30,Vivec,,Greg Egan,Perihelion Summer,Science fiction,5
48864913,2020-04-19 17:15:08,panpikuss,niebieski,John Birmingham,Wybór broni,s-f,8
48859729,2020-04-19 12:14:16,Sindarin,niebieski,Marc Priestley,Mechanik. Kulisy padoku F1 i tajemnice rywalizacji,autobiografia sportowa,7
48832939,2020-04-18 10:37:39,ostoja,niebieski,Łukasz Cegliński,Mundial pod koszem,sport,7
48816687,2020-04-17 17:57:49,Jeloops,różowy,Rick Riordan,The House Of Hades (cykl HOO),fantastyka młodzieżowa,10
48802425,2020-04-16 23:21:21,LebronAntetokounmpo,niebieski,Lee Jung-Myung,"Poeta, Strażnik i Więzień",kryminał,8
48802425,2020-04-16 23:21:21,LebronAntetokounmpo,niebieski,Piotr Stankiewicz,21 Polskich Grzechów Głównych,publicystyka,8
48799481,2020-04-16 20:58:16,alaklon,różowy,J.R.R. Tolkien,Władca Pierścieni: Drużyna Pierścienia,fantastyka,8
48785709,2020-04-16 10:49:48,maly1234,niebieski,Shari Lapena,Niechciany gość,"kryminał, sensacja, thriller",8
48785709,2020-04-16 10:49:48,maly1234,niebieski,Shari Lapena,"Ktoś, kogo znamy","kryminał, sensacja, thriller",8
48785325,2020-04-16 10:28:03,vivianka,różowy,Magda Stachula,Idealna,"kryminał, sensacja, thriller",6
48774903,2020-04-15 21:03:43,konik_polanowy,niebieski,Leszek Podhorodecki,Lepanto 1571,"militaria, historia",8
48773887,2020-04-15 20:32:12,Wiedmolol,niebieski,J. Zachary Pike,Orconomics,fantasy,6
48760107,2020-04-15 10:15:42,Wypok2,,Jeffrey Eugenides,Middlesex,literatura piękna,8
48759383,2020-04-15 09:19:19,lsamuel,niebieski,Michel Houellebecq,Serotonina,literatura piękna,5
48753537,2020-04-14 23:19:02,panpikuss,niebieski,George R.R. Martin,Gra o tron,fantasy,9
48740785,2020-04-14 14:07:00,konik_polanowy,niebieski,Gary A. Donahue,Wojownik sieci. Wydanie II,informatyka,8
48738145,2020-04-14 11:41:56,lsamuel,niebieski,Janusz Zajdel,Paradyzja,SF,9
48727399,2020-04-13 21:17:25,Jeloops,różowy,Rick Riordan,The Mark of Athena (cykl HOO),fantastyka młodzieżowa,10
48724623,2020-04-13 19:41:13,emmanatorr,niebieski,Tom Feiling,Drogami wokół Bogoty,Reportaż,3
48722201,2020-04-13 17:35:50,Vivec,,Michael J. Benton,When Life Nearly Died: The Greatest Mass Extinction of All Time,Popularnonaukowa,7
48720561,2020-04-13 16:05:11,Miszcz_Joda,niebieski,"Bass Bill , Jefferson Jon",Trupia Farma,Literatura faktu,10
48713803,2020-04-13 08:21:45,kulfon_wulkanizator,niebieski,Richard Matheson,"Jestem Legendą. Piekielny dom. Człowiek, który nieprawdopodobnie się zmniejszał",SF,7
48707865,2020-04-12 22:59:26,Noxgate,niebieski,Jo Nesbø.,Człowiek nietoperz.,Kryminał.,5
48693979,2020-04-12 12:21:55,lsamuel,niebieski,Andrzej Pilipiuk,Konan Destylator,fantastyka,5
48693979,2020-04-12 12:21:55,lsamuel,niebieski,Krzysztof Stanowski,Szamo,biograficzna,8
48693751,2020-04-12 12:10:10,Jeloops,różowy,Rick Riordan,The Son of Neptune (cykl HOO),fantastyka młodzieżowa,10
48668511,2020-04-11 11:25:52,ostoja,niebieski,Łukasz Orbitowski,Kut,Literatura piękna,9
48649185,2020-04-10 14:22:49,TeczkiUkladyAgentury,niebieski,Nick Lane,"Pytanie o życie. Energia, ewolucja i pochodzenie życia.",popularnonaukowa,8
48648975,2020-04-10 14:10:25,Jeloops,różowy,Rick Riordan,The lost hero (cykl Heroes of Olympus),fantastyka młodzieżowa,9
48629959,2020-04-09 17:00:27,panpikuss,niebieski,Remigiusz Mróz,Zerwa,kryminał,6
48610583,2020-04-08 20:39:24,TeczkiUkladyAgentury,niebieski,Teresa Torańska,Oni,historia polski/wywiady,9
48610583,2020-04-08 20:39:24,TeczkiUkladyAgentury,niebieski,Teresa Torańska,Aneks,historia polski/wywiady,7
48609231,2020-04-08 19:54:23,ialath,niebieski,Dan Simmons,Upadek Hyperiona,sci-fi,6
48600455,2020-04-08 11:37:54,Dziadekmietek,niebieski,"Karol Marks, Fryderyk Engels",Manifest komunistyczny,esej polityczny,
48575011,2020-04-07 08:14:17,vivianka,różowy,Remigiusz Mróz,Przewieszenie,,
48569395,2020-04-06 23:18:09,Jeloops,różowy,Rick Riordan,Percy Jackson and the Last Olympian,fantastyka młodzieżowa,10
48565109,2020-04-06 20:52:31,haussbrandt,niebieski,John Green,Turtles All the Way Down,powieść Young Adult,9
48549313,2020-04-06 08:30:25,vivianka,różowy,Jeff Lindsay,Demony Dextera,,7
48536379,2020-04-05 17:53:49,Vivec,,Laura J. Snyder,"Eye of the Beholder: Johannes Vermeer, Antoni van Leeuwenhoek, and the Reinvention of Seeing",Historyczna,7
48532655,2020-04-05 14:59:24,panpikuss,niebieski,Juliusz Kulesza,Zakazane gole. Futbol w okupowanej Warszawie,"historia,sport",5
48532177,2020-04-05 14:35:52,Tosiek14,niebieski,John Steinbeck,Ulica Nadbrzeżna,Powieść,7
48529861,2020-04-05 12:35:42,konik_polanowy,niebieski,"J.D. Gilman, John Clive",KG 200 Bezimienny oddział Luftwaffe,"kryminał, sensacja, thriller",7
48529567,2020-04-05 12:19:44,Piottix,niebieski,Ken Liu,Ściana Burz,Fantasy,6
48527819,2020-04-05 10:29:03,Jeloops,różowy,Rick Riordan,Percy Jackson and the Battle of the Labyrinth,fantastyka młodzieżowa,10
48522115,2020-04-05 00:48:38,panpikuss,niebieski,Remigiusz Mróz,Deniwelacja,kryminał,6
48504705,2020-04-04 11:58:55,Dziadekmietek,niebieski,Mark Twain,Książę i żebrak,powieść,6
48501277,2020-04-04 04:28:04,maciup,niebieski,Stephen R. Covey,7 nawyków skutecznego działania,poradnik,5
48493209,2020-04-03 22:01:18,Jeloops,różowy,Rick Riordan,Percy Jackson and the Titan's Curse,fantastyka młodzieżowa,10
48491863,2020-04-03 21:29:49,DJtomex,niebieski,Albert Camus,Dżuma,historia,5
48489989,2020-04-03 20:48:12,Sindarin,niebieski,Anna Fifield,Wielki Następca. Niebiańskie przeznaczenie błyskotliwego towarzysza Kim Dzong Una,reportaż,8
48478821,2020-04-03 11:33:15,konik_polanowy,niebieski,Zbigniew Flisowski,Leyte 1944,historia,8
48451881,2020-04-02 13:53:55,Kubeusz89,niebieski,Andriej Butorin,Mutant,"sci-fi, postapo",3
48413277,2020-03-31 21:13:22,panpikuss,niebieski,Jo Nesbo,Pragnienie,kryminał,8
48406435,2020-03-31 16:31:48,Dziadekmietek,niebieski,Harari Yuval Noah,21 lekcji na XXI wiek,zbiór esejów,7
48396579,2020-03-31 09:01:50,lsamuel,niebieski,Andrzej Pilipiuk,Wampir z KC,Fantastyka,7
48386895,2020-03-30 20:48:14,maly1234,niebieski,Jonas Jonasson,"Stulatek, który wyskoczył przez okno i zniknął",Komedia,9
48386649,2020-03-30 20:39:17,maly1234,niebieski,Michael Finkel,Ostatni pustelnik,Reportaż,6
48386521,2020-03-30 20:36:01,maly1234,niebieski,Zygmunt Miłoszewski,Bezcenny,Akcja,8
48386359,2020-03-30 20:30:41,maly1234,niebieski,Anthony Burgess,Mechaniczna pomarańcza,Psychologiczna(?),7
48385987,2020-03-30 20:20:17,maly1234,niebieski,Hannah Fry,Hello world. Jak być człowiekiem w epoce maszyn.,Popularno-naukowa,8
48385825,2020-03-30 20:15:12,maly1234,niebieski,Robert Bloch,Psychoza,Thriller,8
48385747,2020-03-30 20:11:25,maly1234,niebieski,Bram Stoker,Dracula,Thriller,7
48384477,2020-03-30 19:28:20,konik_polanowy,niebieski,Bear Grylls,Szkoła przetrwania: kultowy poradnik survivalowy,survival u teściowej,7
48364169,2020-03-29 20:39:06,Tosiek14,niebieski,Margaret Atwood,Opowieść podręcznej,Powieść,9
48360475,2020-03-29 17:39:11,Vivec,,Gene Wolfe,Księga Krótkiego Słońca,Fantastyka,10
48354169,2020-03-29 13:39:37,Jeloops,różowy,Rick Riordan,Percy Jackson and the Sea of Monsters,fantastyka młodzieżowa,10
48316181,2020-03-28 12:43:25,LebronAntetokounmpo,niebieski,Łukasz Orbitowski,Kult,"literatura piękna, popularna",8
48312695,2020-03-28 09:24:45,kulfon_wulkanizator,niebieski,Gene Wolfe,Cień i Pazur,SF/fantasy (?),4
48304935,2020-03-27 22:21:13,Wiedmolol,niebieski,Ted Chiang,Stories of Your Life and Others,SF,9
48301507,2020-03-27 20:34:57,Dziadekmietek,niebieski,Olga Tokarczuk,Prowadź swój pług przez kości umarłych,powieść,4
48288739,2020-03-27 10:06:59,lsamuel,niebieski,Marcin Wicha,"Rzeczy, których nie wyrzuciłem",Literatura piękna,8
48287889,2020-03-27 09:03:54,ostoja,niebieski,"Piotr Głuchowski, Bożena Aksamit",Uzurpator. Podwójne życie prałata Jankowskiego,biografia,7
48273919,2020-03-26 18:14:08,ja_nie_lubie,,"Reviel Netz, William Noel",Kodeks Archimedesa. Tajemnice najsłynniejszego palimpsetu,Historyczna,8
48255479,2020-03-25 21:03:27,Wiedmolol,niebieski,nobody103 / Domagoj Kurmaic,Mother of Learning,Fantasy,8
48241071,2020-03-25 09:12:25,lsamuel,niebieski,Peter Wohlleben,Sekretne życie drzew,Popularnonaukowa,8
48234677,2020-03-24 23:28:34,Dziadekmietek,niebieski,Leopold Tyrmand,ZŁY,kryminał,9
48228697,2020-03-24 19:42:58,panpikuss,niebieski,Andrzej Sapkowski,Boży bojownicy,fantastyka,7
48224711,2020-03-24 16:56:34,Jeloops,różowy,Rick Riordan,Percy Jackson and the lightning thief,fantastyka młodzieżowa,10
48202925,2020-03-23 19:30:43,szalonyonanista,niebieski,Eiji Yoshikawa,Musashi. Tom II. Zwój Ognia,przygodowo-historyczna,9
48197967,2020-03-23 14:57:20,Wypok2,,Stieg Larsson,Trylogia Millennium,kryminał,8
48178327,2020-03-22 18:02:27,Vivec,,Reza Aslan,Zealot: The Life and Times of Jesus of Nazareth,Historyczna,
48172311,2020-03-22 12:41:21,Tosiek14,niebieski,J.D. Salinger,Dziewięć opowiadań,Zbiór opowiadań,6
48159243,2020-03-21 21:16:57,maciup,niebieski,Swiatłana Aleksijewicz,Wojna nie ma w sobie nic z kobiety,literatura faktu,8
